soc_pct,V0_V,R0_ohm,R1_ohm,C1_F,R2_ohm,C2_F,R3_ohm,C3_F,rmse_V,maxAbsErr_V,exitflag
97.9455857856746,4.19023185718497,0.00668877961372323,0.0050703851683748,2095.88309195387,0.00866680355509003,35191.5087817705,0.99999999988172,25808.4723850135,0.000459573461712703,0.00416327714736831,3
95.9189339255969,4.16216635837385,0.00726087605176582,0.00495778327430924,2145.52651817126,0.00844666944791115,38989.7684606031,0.999982233833951,28231.7294423072,0.000214993127730226,0.00142411159427702,3
93.9200444197668,4.1359478833849,0.00734125313437145,0.00512011762764286,2081.19128222166,0.00819909341245691,42001.1369307276,0.999149745116392,33745.4199629206,0.000209449970684622,0.00208371925390161,3
91.9211549139367,4.11469535768195,0.00732695426826983,0.00496713306471035,2152.25491067675,0.00786861778275762,42237.9632088567,0.814350634303592,34371.3079957101,0.000156363402890846,0.000999157178546817,3
89.9222654081066,4.09241669727274,0.00727148570192415,0.00500395958475517,2606.33480648561,0.008050960360118,41762.0146721982,0.445896849690216,44346.2586125385,0.000175183299065204,0.00277660748830311,3
84.9250416435314,4.07652416373132,0.00740052584041133,0.0049541939776575,3253.49797893088,0.0095343085608687,41539.7253664248,0.609061757629351,35975.5973689047,0.000323534168606252,0.00176742873150015,3
79.9278178789561,4.03137982070234,0.00736158278530737,0.00496479086621476,3761.11364603158,0.0105653525302784,41000.8391015525,0.55180068159494,35314.4820118911,0.000267950337929079,0.0016440692528521,3
74.9305941143809,3.98903574809308,0.00748884020626027,0.00491998221164944,3951.45100302973,0.0132068038591634,38640.3754001883,0.85401102629362,27642.7079922322,0.000213695752611978,0.000831871989297905,3
69.9611327040533,3.93334007214714,0.00755707993411155,0.00491822181721841,3999.78610026492,0.0168533460002655,35618.9776966073,0.777199308872767,26978.1320397076,0.000188444375438529,0.000767642429752691,3
64.9639089394781,3.87689687680727,0.00763104235446771,0.00501904941236854,3857.27137624084,0.0111239515219127,48728.6085181254,0.329395283845451,33516.1220512459,0.000200327329033183,0.00122618978533895,3
59.9666851749028,3.83812863524295,0.00772072027019581,0.00486161300317824,3885.20351928545,0.00697082320651638,68521.7246559958,0.332791537081578,34882.5788188052,0.000152648394819631,0.000921684830134772,3
54.9694614103276,3.80081409733834,0.0077514792841554,0.00453294444187065,4049.95477357694,0.00506442942292237,85369.0452629403,0.0868181792273079,48729.2620979285,0.00011320695387301,0.00101956941638859,3
49.9722376457524,3.78567018253013,0.00787072563216592,0.00439789431782108,4183.96608774812,0.00444182533855196,97034.0004026332,0.104224419044188,34019.7065074677,9.11911037694e-05,0.000904315603718064,3
44.9750138811771,3.76858477421004,0.00811316925388238,0.00433206500009644,4045.66301108093,0.00466499751848531,96080.7543001524,0.131253789116783,27948.0139129032,6.63131762757443e-05,0.000402879374426846,3
39.9777901166019,3.74664965673987,0.00826487584996501,0.00417812646784759,3808.75272176973,0.00411324600327286,94157.5745174338,0.119029828775078,27742.7583725218,5.26853443123715e-05,0.000446953297473573,3
34.952803997779,3.72830805003725,0.00856592731153636,0.00435987914175848,3893.09255820343,0.00639453360346728,72415.2494816873,0.168454646038919,26955.0737276992,0.000111993361865213,0.000667292072420445,3
29.9555802332038,3.70090869765973,0.00876414539982745,0.004643758670657,3801.86836107194,0.00648224811554404,69454.6317892199,0.156856633771116,33544.2488530501,0.000133674373820054,0.000615664882248179,3
24.9583564686285,3.67824807116897,0.00904948308022332,0.00477654417789602,3491.48479015561,0.00628131392549249,69765.8741199916,0.329883711535509,31523.9877210336,0.000163164635221358,0.00108805622092101,3
19.9611327040533,3.64246594479525,0.00932766480211948,0.00490938982629422,3095.65380797132,0.00532044824048552,74368.3979464895,0.42026794811162,32474.7429694207,0.000167653905097174,0.00117659117923585,3
14.9639089394781,3.63101483520866,0.0116494748495877,0.00538837334488956,2319.62922313065,0.00469651426896418,56666.6032109651,0.708946907849126,25770.7484694376,0.000414531949625026,0.0075411378387491,3
9.99444752915047,3.60703478688509,0.0135672658360713,0.00653257029534427,1389.78704009157,0.00500952703141499,32076.8883718521,0.702696465700652,23659.5549418026,0.000521441719398491,0.0089958910564345,1
7.96779566907274,3.53874153907932,0.0123621511431997,0.00764185366595991,1129.37547783827,0.0067286769892411,7775.68697846674,0.999999999999978,12389.1170082279,0.00157769133617651,0.021010306593034,3
5.99666851749028,3.47502974251155,0.013012648034216,0.00993105142983746,745.319054352746,0.00856349367731632,6149.18767729726,0.999999999999978,10424.5599201034,0.00176307365846098,0.0224874824896801,3
3.99777901166019,3.38115982114765,0.0115415967108004,0.0100656158859162,443.113712767613,0.0136247183948703,2505.56685886188,0.999999999999978,8923.08365969629,0.00372191370513133,0.0521627389318895,3
1.99888950583009,3.24983440610343,0.0112691750979136,0.0133495859682712,290.611002259641,0.0183488436995366,1540.62353094405,0.999999999939827,7635.12606264013,0.00542106533708306,0.073084279421781,3
0,3.10245944311811,0.0126332146771417,0.0258622052098728,251.946987806441,0.0242282542694145,1407.27264478099,0.99999589970951,6070.87120405576,0.0105308510970218,0.158236807518076,3
